Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeValueScore,ReplacementDifficulty,FinancialLoss
32,2,964,2,1,2,1,1,1,34,1,2,7,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,86.735,70,40410
40,2,575,2,22,2,2,3,1,68,2,2,7,3,1,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,104.38,94,638280
35,2,1361,2,17,4,1,3,1,94,3,2,7,1,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,109.966,120,753796
53,2,346,1,6,3,1,4,1,86,3,2,2,4,2,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,88.45,107,214700
32,2,604,2,8,3,3,3,1,56,4,2,7,4,1,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,116.209,120,1037254
34,2,704,2,28,3,2,4,0,95,2,2,7,3,1,6712,8978,1,0,21,4,4,2,8,2,3,8,7,1,7,130.712,104,840272
27,2,1157,1,17,3,5,3,1,51,3,1,6,2,1,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,88.05799999999999,63,518348
42,1,748,1,9,2,3,1,0,74,3,1,2,4,2,3673,16458,1,0,13,3,3,0,12,3,3,12,9,5,8,109.673,116,1222038
28,1,783,2,1,2,1,3,1,42,2,2,7,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7,107.834,96,741004
45,2,194,1,9,3,1,2,1,60,3,2,2,2,0,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15,133.348,185,1714088
40,2,616,1,2,2,1,3,0,99,3,1,2,1,1,3377,25605,4,0,17,3,4,1,7,5,2,4,3,0,2,85.377,61,420262
52,2,258,1,8,4,4,3,0,54,3,1,2,1,1,2950,17363,9,0,13,3,3,0,12,2,1,5,4,0,4,87.95,81,517700
18,0,1124,1,1,3,1,4,0,97,3,1,2,4,2,1611,19305,1,0,15,3,3,0,0,5,4,0,0,0,0,71.611,20,9666
35,2,817,1,1,3,3,4,0,60,2,2,2,4,1,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0,112.363,115,932178
46,2,150,1,2,4,5,4,1,60,3,2,4,4,0,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,105.379,106,644274
42,2,269,1,2,3,3,4,0,56,2,1,2,1,0,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,99.593,95,915558
34,2,829,0,3,2,0,3,1,88,3,1,1,4,1,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,82.737,47,322422
42,2,1059,1,9,2,4,4,1,93,2,5,3,4,2,19613,26362,8,0,22,4,4,0,24,2,3,1,0,0,1,152.613,177,217678
53,2,868,2,8,3,2,1,1,73,3,4,7,4,1,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,117.836,174,271016
30,2,1339,2,5,3,1,2,0,41,3,3,7,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,129.419,146,1056514
54,2,548,1,8,4,1,3,0,42,3,2,2,3,2,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,86.78,102,122680
31,2,746,1,8,4,1,3,0,61,3,2,4,4,2,4424,20682,1,0,23,4,4,0,11,2,3,11,7,1,8,137.424,128,1126544
29,2,592,1,7,3,1,4,1,59,3,1,2,1,2,2062,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,81.062,68,312372
31,0,325,1,5,3,3,2,1,74,3,2,4,1,2,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7,116.936,115,959616
31,2,1332,1,11,2,3,3,1,80,3,2,0,1,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,104.833,88,640998
33,1,1303,1,7,2,1,4,1,36,3,2,0,3,0,5968,18079,1,0,20,4,3,3,9,2,3,9,7,2,8,132.968,112,935808
20,2,129,1,4,3,5,1,1,84,3,1,2,1,2,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,75.973,28,117838
49,2,1245,1,18,4,1,4,1,58,2,5,5,3,0,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,222.502,348,3217012
49,2,1261,1,7,3,4,2,1,31,2,3,0,3,2,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,135.965,163,565790
55,1,135,1,18,4,3,3,1,62,3,2,0,2,1,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,110.385,131,838310
24,2,1127,1,18,1,1,2,1,52,3,1,2,3,1,2774,13257,0,0,12,3,3,1,6,2,3,5,3,1,2,87.774,63,516644
58,2,601,1,7,4,3,3,0,53,2,3,4,1,1,10008,12023,7,1,14,3,4,0,31,0,2,10,9,5,9,130.008,203,1060048
33,2,654,1,5,3,1,4,1,34,2,3,0,4,0,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,106.119,102,342714
37,0,1413,1,5,2,5,3,1,84,4,1,2,3,2,3500,25470,0,0,14,3,1,0,7,2,1,6,5,1,3,91.5,71,621000
37,2,290,1,21,3,1,2,1,65,4,1,6,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,97.564,84,821384
24,2,1476,2,4,1,3,4,0,42,3,2,7,3,1,4162,15211,1,1,12,3,3,2,5,3,3,5,4,0,3,99.162,80,524972
58,0,390,1,1,4,1,4,1,32,1,2,0,3,0,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,100.66,101,533960
32,1,1125,1,16,1,1,2,0,72,1,1,6,1,2,3919,4681,1,1,22,4,2,0,10,5,3,10,2,6,7,123.919,100,1023514
20,1,769,2,9,3,2,4,0,54,3,1,8,4,2,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,78.323,36,213938
43,1,394,2,26,2,1,3,1,92,3,4,3,4,1,16959,19494,1,1,12,3,4,2,25,3,4,25,12,4,12,191.959,280,2601754
33,2,217,2,10,4,2,2,1,43,3,2,7,3,2,5487,10410,1,0,14,3,2,0,10,2,2,10,4,0,9,115.487,120,1032922
33,2,211,2,16,3,1,1,0,74,3,3,7,1,2,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,118.564,93,51384
32,2,906,2,7,3,1,4,1,91,2,2,7,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,124.484,144,1332904
54,1,1050,1,11,4,3,2,0,87,3,4,3,4,0,16032,24456,3,0,20,4,1,1,26,2,3,14,9,1,12,178.032,228,1496192
31,2,329,1,1,2,1,4,1,98,2,1,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,84.218,52,413308
31,1,703,2,2,3,1,3,0,90,2,1,8,4,2,2785,11882,7,0,14,3,3,0,3,3,4,1,0,0,0,75.785,34,116710
42,2,1210,1,2,3,3,3,1,68,2,1,2,2,1,4841,24052,4,0,14,3,2,1,4,3,3,1,0,0,0,77.841,37,129046
42,2,419,2,12,4,2,2,1,77,3,2,7,4,0,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,85.087,82,30522
55,2,836,1,8,3,3,4,0,33,3,4,3,3,0,14756,19730,2,1,14,3,3,3,21,2,3,5,0,0,2,129.756,168,588536
33,2,1099,1,4,4,3,1,0,82,2,1,2,2,1,3838,8192,8,0,11,3,4,0,8,5,3,5,4,0,2,88.838,69,523028
30,2,138,1,22,3,1,1,0,48,3,1,6,3,1,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,87.132,66,512792
56,1,906,2,6,3,1,3,0,86,4,4,7,1,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,134.212,223,779272
41,0,247,1,7,1,1,2,0,55,1,5,5,3,0,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,212.973,268,2219838
25,2,959,2,28,3,1,1,1,41,2,2,7,3,1,8639,24835,2,0,18,3,4,0,6,3,3,2,2,2,2,94.639,68,251834
31,2,326,2,8,2,1,1,1,31,3,3,7,4,0,10793,8386,1,0,18,3,1,1,13,5,3,13,7,9,9,139.793,164,1364758
55,2,1441,1,22,3,5,1,1,94,2,1,6,2,0,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,85.537,64,421222
47,1,719,2,27,2,1,2,0,77,4,2,7,3,2,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,101.397,89,538382
52,0,771,2,2,4,1,1,1,79,2,5,3,3,2,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,228.068,364,3414408
52,2,1030,2,5,3,1,2,1,64,3,3,7,2,2,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,122.446,130,850676
33,2,147,1,4,4,3,3,0,47,2,1,6,2,1,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,101.622,56,315732
27,2,1469,1,1,2,3,4,1,82,3,1,2,2,0,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,88.816,60,522896
35,2,1029,1,16,3,1,4,0,91,2,3,0,2,2,8606,21195,1,0,19,3,4,0,11,3,1,11,8,3,3,131.606,148,1151636
19,2,528,2,22,1,2,4,1,50,3,1,8,3,2,1675,26820,1,1,19,3,4,0,0,2,2,0,0,0,0,71.675,20,10050
36,1,688,1,4,2,1,4,0,97,3,2,4,2,0,5131,9192,7,0,13,3,2,3,18,3,3,4,2,0,2,97.131,114,430786
45,2,950,1,28,3,5,4,1,97,3,1,6,4,1,2132,4585,4,0,20,4,4,1,8,3,3,5,4,0,3,107.132,69,512792
34,1,658,1,7,3,1,1,1,66,1,2,2,3,2,6074,22887,1,1,24,4,4,0,9,3,3,9,7,0,6,133.074,112,936444
29,2,136,1,1,3,1,1,1,89,3,2,0,1,1,5373,6225,0,0,12,3,1,1,6,5,2,5,3,0,2,100.373,83,532238
34,2,182,1,1,4,1,2,0,72,4,1,6,4,2,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,85.28,70,419680
41,2,796,2,4,1,2,3,0,81,3,3,7,3,0,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,166.447,239,2262682
31,2,741,1,2,4,1,2,1,69,3,1,2,3,1,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,88.477,63,520862
41,2,549,1,7,2,3,4,0,42,3,2,4,3,2,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,91.003,74,230018
49,2,465,1,6,1,1,3,0,41,2,4,0,3,1,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,158.966,245,1583796
32,1,689,2,9,2,3,4,1,35,1,2,7,4,0,4668,22812,0,0,17,3,4,3,9,2,4,8,7,0,7,108.668,107,828008
43,1,1422,2,2,4,1,1,1,92,3,2,7,4,1,5675,19246,1,0,20,4,3,1,7,5,3,7,7,7,7,126.675,96,734050
40,2,1329,1,7,3,1,1,1,73,3,1,2,1,2,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,84.166,70,412996
28,2,821,2,5,4,3,1,1,98,3,2,7,4,2,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,96.908,72,429448
36,2,676,1,1,3,4,3,0,35,3,2,4,2,1,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,112.228,115,931368
44,2,986,1,8,4,1,1,1,62,4,1,2,4,1,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,101.818,65,316908
36,2,311,1,7,3,1,1,1,77,3,1,2,2,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,84.013,85,412078
28,2,950,1,3,3,3,4,0,93,3,3,4,2,0,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,124.655,135,945930
21,2,156,2,12,3,1,3,0,90,4,1,8,2,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,75.716,28,116296
30,1,600,0,8,3,0,3,0,66,2,1,1,4,0,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,84.18,58,413080
26,2,1146,2,8,3,5,4,1,38,2,2,7,1,2,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,97.326,78,431956
40,0,1151,1,9,5,1,4,1,63,2,2,0,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,93.876,70,329256
24,0,1269,1,4,1,1,1,1,46,2,1,2,4,1,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,88.162,63,518972
35,2,1214,1,1,3,3,2,1,30,2,1,6,3,2,2859,26278,1,0,18,3,1,0,6,3,3,6,4,0,4,90.859,68,617154
37,2,783,1,7,4,3,4,1,78,3,2,6,1,1,4284,13588,5,1,22,4,3,1,16,2,3,5,3,0,4,119.284,113,525704
26,1,496,1,11,2,3,1,1,60,3,2,0,1,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,99.741,80,528446
46,2,669,2,9,2,3,3,1,64,2,3,7,4,2,9619,13596,1,0,16,3,4,0,9,3,3,9,8,4,7,126.619,132,957714
28,2,866,2,5,3,3,4,1,84,3,2,7,1,2,8463,23490,0,0,18,3,4,0,6,4,3,5,4,1,3,103.463,83,550778
29,2,806,1,7,3,5,2,0,39,3,1,2,3,0,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,94.339,85,720034
36,2,172,1,4,4,1,1,1,37,2,2,2,4,2,5810,22604,1,0,16,3,3,0,10,2,2,10,4,1,8,115.81,120,1034860
30,2,125,1,9,2,3,4,1,83,2,1,2,3,2,2206,16117,1,0,13,3,1,0,10,5,3,10,0,1,8,102.206,100,1013236
29,1,806,1,1,4,1,2,1,76,1,1,6,4,0,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,102.72,100,1016320
29,2,726,1,29,1,1,4,1,93,1,2,0,3,0,6384,21143,8,0,17,3,4,2,11,3,3,7,0,1,6,107.384,108,738304
34,2,1333,2,10,4,1,3,0,87,3,1,8,3,1,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,75.22,28,113320
32,2,859,1,4,3,1,3,0,98,2,2,4,3,1,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,128.162,152,1436972
42,2,544,0,2,1,5,3,1,52,3,1,1,3,0,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,81.696,47,316176
30,2,911,1,1,2,3,4,1,76,3,1,2,2,1,3748,4077,1,0,13,3,3,0,12,6,2,12,8,1,7,109.748,116,1222488
48,2,163,2,2,5,2,2,0,37,3,2,7,4,1,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,111.051,127,924306
38,2,371,1,2,3,1,4,1,45,3,1,6,4,2,3944,4306,5,1,11,3,3,0,6,3,3,3,2,1,2,82.944,53,323664
32,2,128,1,2,1,5,4,1,84,2,2,2,1,2,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,100.176,97,613056
35,2,1232,2,16,3,2,3,1,96,3,3,7,2,1,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,131.02,151,1148120
44,2,528,0,1,3,1,3,0,44,3,1,1,4,0,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,79.195,54,219170
57,2,405,1,1,2,1,2,1,93,4,2,6,3,1,4900,2721,0,0,24,4,1,1,13,2,2,12,9,2,8,140.9,139,1229400
34,2,181,1,2,4,3,4,1,97,4,1,6,4,1,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,87.932,63,517592
49,2,1184,2,11,3,2,3,0,43,3,3,7,4,1,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,124.654,132,945924
38,0,573,1,6,3,3,2,0,79,1,2,6,4,0,5329,15717,7,1,12,3,4,3,17,3,3,13,11,1,9,124.329,156,1331974
40,2,989,1,4,1,3,4,0,46,3,5,3,3,1,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,189.033,263,2114198
53,2,1223,1,7,2,3,4,0,50,3,5,3,3,0,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,149.606,213,811636
29,2,1283,1,23,3,1,4,1,54,3,1,6,4,2,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,81.201,53,313206
44,1,429,1,1,2,3,3,1,99,3,1,6,2,0,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3,87.342,63,514052
33,1,1111,2,5,1,1,2,1,61,3,2,7,4,1,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,104.998,89,559988
44,2,477,1,7,4,3,1,0,42,2,3,0,4,1,10248,2094,3,0,14,3,4,1,24,4,3,22,6,5,17,166.248,242,2261488
33,2,575,1,25,3,1,4,1,44,2,2,4,2,2,4320,24152,1,0,13,3,4,0,5,2,3,5,3,0,2,99.32,80,525920
27,1,1337,0,22,3,0,1,0,58,2,1,1,2,1,2863,19555,1,0,12,3,1,0,1,2,3,1,0,0,0,75.863,28,117178
29,2,991,2,5,3,3,1,1,43,2,2,7,2,0,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,114.187,120,1025122
18,0,287,1,5,2,1,2,1,73,3,1,6,4,2,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,71.051,20,6306
43,2,531,2,4,4,2,4,0,56,2,3,7,4,2,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,163.231,234,2161386
29,2,232,1,19,3,5,4,1,34,3,2,4,4,0,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,93.262,79,325572
32,2,498,1,3,4,3,3,0,93,3,2,4,1,1,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,110.725,104,840350
50,2,410,2,28,3,2,4,1,39,2,3,7,1,0,10854,16586,4,1,13,3,2,1,20,3,3,3,2,2,0,109.854,135,365124
31,1,1060,2,1,3,1,4,0,54,3,1,8,2,2,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2,81.302,44,313812
40,2,1194,1,1,3,1,3,0,52,3,2,0,4,0,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,101.513,101,539078
30,2,288,1,2,3,1,3,1,99,2,2,0,4,1,4152,15830,1,0,19,3,1,3,11,3,3,11,10,10,8,117.152,128,1124912
31,2,249,2,6,4,1,2,1,76,1,2,7,3,1,6172,20739,4,1,18,3,2,0,12,3,2,7,7,7,7,107.172,111,737032
35,2,670,1,10,4,3,1,0,51,3,2,0,3,2,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,101.142,95,536852
34,2,1397,1,1,5,1,2,1,42,3,1,6,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,102.691,100,1016146
28,0,1476,1,1,3,1,3,0,55,1,2,2,4,1,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5,113.674,115,940044
40,0,663,1,9,4,4,3,1,81,3,2,2,3,0,3975,23099,3,0,11,3,3,2,11,2,4,8,7,0,7,107.975,113,823850
46,2,563,2,1,4,1,4,1,56,4,4,3,1,2,17567,3156,1,0,15,3,2,0,27,5,1,26,0,0,12,195.567,291,2705402
26,2,933,2,1,3,1,3,1,57,3,2,7,3,1,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,109.296,104,831776
30,2,979,2,15,2,2,3,1,94,2,3,7,1,0,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,118.14,131,742840
35,2,622,1,14,4,4,3,1,39,2,1,2,2,0,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,105.743,55,422458
32,2,1033,1,9,3,3,1,0,41,3,1,2,1,2,4200,10224,7,0,22,4,1,0,10,2,4,5,4,0,4,109.2,75,525200
30,2,1176,1,20,3,4,3,1,85,3,2,4,1,1,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,107.957,91,659742
34,2,810,2,8,2,5,2,1,92,4,2,7,3,1,6799,22128,1,0,21,4,3,2,10,5,3,10,8,4,8,136.799,120,1040794
35,2,195,2,1,3,3,1,0,80,3,2,7,3,2,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,99.859,80,529154
40,2,444,2,2,2,2,2,0,92,3,2,7,2,1,5677,4258,3,0,14,3,3,1,15,4,3,11,8,5,10,118.677,140,1134062
34,2,790,2,24,4,3,1,0,40,2,2,7,2,2,4599,7815,0,1,23,4,3,0,16,2,4,15,9,10,10,149.599,163,1527594
38,2,1206,1,9,2,1,2,1,71,3,1,6,4,0,4771,14293,2,0,19,3,4,2,10,0,4,5,2,0,3,89.771,75,528626
30,2,634,1,17,4,3,2,0,95,3,3,3,1,1,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8,148.916,132,971496
46,2,1125,2,10,3,2,3,0,94,2,3,7,4,1,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,108.071,120,354426
51,2,1469,1,8,4,1,2,1,81,2,3,5,2,1,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,132.49,158,1074940
23,2,310,1,10,1,3,1,1,79,4,1,6,3,2,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,79.505,36,221030
55,2,692,1,14,4,3,3,1,61,4,5,5,2,2,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15,200.722,328,2512332
46,2,1277,2,2,3,1,3,1,74,3,3,7,4,0,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,130.368,149,1062208
30,2,438,1,18,3,1,1,0,75,3,1,6,3,2,2632,23910,1,0,14,3,3,0,5,4,2,5,4,0,4,87.632,60,515792
58,1,1216,1,15,4,1,1,1,87,3,4,5,3,1,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2,121.787,159,294722
51,2,942,1,3,3,5,1,0,53,3,3,3,3,1,13116,22984,2,0,11,3,4,0,15,2,3,2,2,2,2,109.116,115,278696
42,1,1474,1,5,2,4,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,78.093,54,212558
31,2,691,2,7,3,2,4,1,73,3,2,7,4,0,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,108.547,114,745282
34,2,1440,2,7,2,5,2,1,55,3,1,8,3,1,2308,4944,0,1,25,4,2,1,12,4,3,11,10,5,7,125.308,111,1113848
60,2,422,1,7,3,1,1,0,41,3,5,3,1,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,216.566,344,3017396
37,2,1462,1,11,3,3,1,0,94,3,1,2,3,2,3629,19106,4,0,18,3,1,0,8,6,3,3,2,0,2,82.629,59,321774
35,2,682,2,18,4,3,2,1,71,3,2,7,1,1,5561,15975,0,0,16,3,4,1,6,2,1,5,3,0,4,100.561,83,533366
46,0,1144,1,7,4,3,3,0,30,3,2,4,3,1,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,88.258,66,131548
23,2,427,2,7,3,1,3,1,99,3,1,8,4,0,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,101.275,44,313650
38,2,1009,2,2,2,1,2,0,31,3,2,7,1,0,6893,19461,3,0,15,3,4,1,11,3,3,7,7,1,7,107.893,108,741358
22,2,217,1,8,1,1,2,1,94,1,1,2,1,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,84.451,52,414706
36,2,430,1,2,4,4,4,0,73,3,2,6,2,1,6962,19573,4,1,22,4,4,1,15,2,3,1,0,0,0,109.962,90,141772
39,1,766,2,20,3,1,3,1,83,3,2,7,4,0,4127,19188,2,0,18,3,4,1,7,6,3,2,1,2,2,90.127,71,224762
34,1,557,1,21,3,1,3,0,87,3,2,6,3,2,6176,12476,1,0,16,3,3,0,10,2,3,10,7,6,7,118.4022314656038,124,1037058
43,1,201,1,17,3,2,4,0,86,3,1,4,2,0,2147,11476,3,0,15,3,2,1,11,3,1,10,4,7,8,102.1477385578195,104,1012886
18,2,262,1,5,2,1,3,1,53,3,1,2,3,2,1447,25404,1,0,13,3,3,0,0,2,2,0,0,0,0,71.44756628826192,20,8685
28,1,836,1,2,3,2,2,1,53,3,1,5,3,1,4285,17064,6,0,16,3,3,0,5,2,1,2,2,2,1,80.28524081768326,45,225711
28,2,1122,1,7,2,3,2,0,59,3,1,4,3,1,2808,22062,3,1,14,3,2,0,7,2,1,5,3,0,4,87.80879215478163,66,516852
40,1,1017,0,23,3,0,3,0,46,2,1,1,2,0,3091,19834,2,0,19,3,3,0,14,0,1,1,0,0,0,91.42693658592694,69,118548
30,2,858,2,6,3,2,3,0,82,2,2,7,2,2,9884,24999,5,1,11,3,3,0,6,1,2,2,1,2,2,95.88480918711302,69,259308
46,2,1181,1,9,3,1,3,0,66,2,2,6,2,1,6989,14522,4,0,20,3,2,2,13,2,2,8,6,0,7,136.88338337235,138,841935
36,2,541,2,2,1,1,2,1,50,2,3,7,3,1,10358,6643,1,0,11,3,1,0,16,5,2,15,6,3,7,147.6411375807372,187,1638225
38,2,723,1,13,1,2,1,1,51,1,1,2,4,0,3213,7546,5,0,13,3,1,2,7,2,3,4,2,1,2,85.21368145598701,61,419282
24,1,286,0,22,1,0,3,1,56,1,1,1,2,1,1512,11497,1,0,11,3,3,0,1,2,3,1,0,0,0,74.51216987974573,28,109073
28,1,492,1,9,2,0,2,0,53,1,1,5,3,1,1438,14289,1,0,11,3,2,0,1,2,3,1,0,0,0,74.43898980719102,28,108633
19,1,1283,1,5,3,1,2,1,66,3,1,5,1,1,1780,6443,1,1,16,3,3,0,0,2,3,0,0,0,0,78.78535447967029,21,10685
25,2,140,1,9,3,1,2,0,83,3,1,6,1,1,2528,25771,1,0,14,3,4,0,1,0,3,1,0,0,0,75.52865232756442,28,115171
33,2,896,2,6,3,3,4,1,43,1,3,7,2,1,10354,23749,4,0,13,3,3,0,14,2,2,13,9,7,4,140.90972233923904,171,1413961
50,1,780,2,10,3,1,2,1,83,2,4,7,3,1,13222,18536,6,0,13,3,3,0,24,2,1,21,5,9,9,177.68704149943574,261,2228142
50,1,849,1,5,4,2,3,0,66,2,3,4,1,1,9252,11111,5,0,13,3,3,0,24,0,2,10,8,4,8,129.25242614132804,184,1055514
43,2,1287,1,11,2,1,1,1,78,3,1,2,1,2,2270,5060,2,0,14,3,2,0,8,3,1,4,2,0,2,84.27071286901516,66,413624
28,1,525,1,7,3,0,2,0,52,1,1,5,3,1,1423,14645,1,0,11,3,2,0,1,2,3,1,0,0,0,74.42372949568774,28,108542
28,1,406,1,5,3,1,2,0,48,3,1,5,1,0,1913,26809,1,0,15,3,2,1,1,2,2,1,0,0,0,74.91338432383468,28,111480
30,1,737,2,3,3,1,2,0,59,1,1,8,3,2,1288,16119,1,0,12,3,2,0,1,3,2,1,0,0,0,74.28847635566326,28,107730
28,2,932,0,4,3,3,1,0,57,3,1,3,3,1,2474,3041,1,0,15,3,2,0,4,1,2,2,0,2,0,78.47493573696487,43,214849
27,2,294,2,10,3,1,2,0,86,3,1,7,2,0,3581,25704,2,0,18,3,2,0,4,2,3,3,2,0,2,98.29630899820003,56,321489
34,1,985,0,4,3,1,2,1,70,3,1,2,1,0,2289,21601,3,0,20,3,4,0,6,3,3,3,2,0,2,96.10902307049204,54,313737
34,1,1005,1,13,3,1,3,1,79,2,1,6,1,2,3423,8072,5,0,20,3,2,0,9,3,3,5,3,0,3,103.76765903274762,72,520542
30,2,461,1,23,3,1,1,1,77,2,1,3,3,1,2727,18154,1,1,22,3,3,0,1,2,1,1,0,0,0,92.18311295195076,28,116363
32,2,403,2,12,2,1,1,0,63,2,2,7,1,2,8096,10617,3,0,18,3,2,0,10,2,2,0,0,0,0,110.42251282884823,87,48576
30,1,615,1,4,1,1,1,0,59,3,1,6,2,1,2626,15645,2,0,13,3,1,0,7,2,3,4,1,0,2,84.62624698889799,61,415757
