Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeValueScore,ReplacementDifficulty,FinancialLoss
25,0,675,1,5,2,1,2,1,85,4,2,0,1,0,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,102.0,88,624000
49,2,1495,1,5,4,5,1,1,96,3,2,0,3,1,6651,21534,2,0,14,3,2,1,20,0,2,3,2,1,2,95.651,115,339906
36,2,1266,2,10,4,5,2,0,63,2,2,7,3,1,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,115.673,120,1034038
26,2,471,1,24,3,5,3,1,66,1,1,2,4,2,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,75.34,28,114040
58,2,682,2,10,4,3,4,1,37,3,4,7,3,2,13872,24409,0,0,13,3,3,0,38,1,2,37,10,1,8,224.872,379,3783232
27,1,1242,2,20,3,1,4,0,90,3,2,7,3,2,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,110.981,96,759886
42,2,603,1,7,4,3,2,0,78,4,2,6,2,1,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,85.372,99,114232
29,2,1210,2,2,3,3,1,1,78,2,2,7,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,86.644,70,39864
27,2,1055,1,2,4,1,1,0,47,3,2,4,4,1,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,93.227,67,325362
42,2,1128,1,13,3,3,2,1,95,4,2,0,1,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,85.538,70,33228
30,2,413,2,7,1,2,4,1,57,3,1,8,2,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,81.983,47,317898
20,2,959,1,1,3,1,4,0,83,2,1,6,2,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,75.836,28,117016
32,1,1005,1,2,2,1,4,1,79,3,1,2,4,2,3068,11864,0,0,13,3,3,0,8,2,2,7,7,3,6,94.068,79,718408
21,1,251,1,10,2,1,1,0,45,2,1,2,3,2,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,98.625,36,215750
27,1,793,2,2,1,1,4,1,43,1,2,7,4,2,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,123.071,94,630426
18,1,1306,2,5,3,2,2,1,69,3,1,8,2,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,71.878,20,11268
18,2,230,1,3,3,1,3,1,54,3,1,2,3,2,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,71.42,20,8520
30,2,1334,2,4,2,3,3,0,63,2,2,7,2,0,5209,19760,1,1,12,3,2,3,11,4,2,11,8,2,7,118.209,128,1131254
41,2,548,1,9,4,1,3,1,94,3,1,2,1,0,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,107.289,60,513734
28,1,1496,2,1,3,5,1,1,92,3,1,8,3,1,2909,15747,3,0,15,3,4,1,5,3,4,3,2,1,2,81.909,50,317454
30,2,852,1,1,1,1,4,1,55,2,2,2,4,1,5126,15998,1,1,12,3,3,2,10,1,2,10,8,3,0,115.126,120,1030756
21,2,1334,1,10,3,1,3,0,36,2,1,2,1,2,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,74.416,28,108496
36,2,660,1,15,3,4,1,1,81,3,2,2,3,0,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,87.834,72,129004
32,1,967,2,8,3,2,2,0,43,3,3,7,4,2,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,125.998,132,953988
38,1,1391,1,10,1,3,3,1,66,3,1,6,3,1,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,78.684,39,216104
32,2,801,2,1,4,2,3,0,48,3,3,7,4,1,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,142.422,172,1462532
27,1,1297,1,5,2,1,4,0,53,3,1,2,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,87.379,63,514274
29,2,144,2,10,1,2,4,0,39,2,2,7,2,0,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,109.268,96,749608
29,2,1328,1,2,3,1,3,1,76,3,1,6,2,1,2703,4956,0,0,23,4,4,1,6,3,3,5,4,0,4,107.703,63,516218
33,2,213,1,7,3,3,3,1,49,3,3,5,3,1,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,140.691,167,1370146
50,2,264,2,9,3,2,3,1,59,3,5,3,3,1,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,132.331,186,215986
32,2,427,1,1,3,3,1,1,33,3,2,4,4,1,6162,10877,1,1,22,4,2,1,9,3,3,9,8,7,8,133.162,112,936972
36,2,1383,1,10,3,1,4,1,90,3,3,0,1,1,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,134.321,165,1249926
36,2,1351,1,26,4,1,1,1,80,3,2,0,3,1,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,94.347,85,332082
38,2,322,2,7,2,3,1,0,44,4,2,7,1,0,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,129.605,104,833630
55,2,267,2,13,4,2,1,1,85,4,4,7,3,2,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,170.695,247,1982170
30,2,201,1,5,3,5,4,0,84,3,1,6,1,0,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2,82.204,59,319224
45,0,1195,1,2,2,3,1,1,65,2,4,3,4,1,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,196.792,246,2100752
37,2,1107,1,14,3,1,4,0,95,3,1,2,1,0,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,127.034,164,1818204
51,2,1302,1,2,3,3,4,1,84,1,2,4,2,0,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,97.482,99,432892
30,2,1329,2,29,4,1,3,1,61,3,2,7,1,0,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,96.115,84,424690
29,2,121,2,27,3,2,2,0,35,3,3,7,4,1,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,147.639,140,1045834
32,2,499,2,2,1,2,3,1,36,3,2,7,2,1,4078,20497,0,1,13,3,1,3,4,3,2,3,2,1,2,93.078,67,324468
39,2,835,1,19,4,4,4,1,41,3,2,6,4,0,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2,89.902,71,223412
37,2,1439,1,4,1,1,3,1,54,3,1,6,3,1,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,90.996,74,617976
36,2,188,1,7,4,4,2,1,65,3,1,6,4,2,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,92.678,74,628068
38,2,1333,1,1,3,5,4,0,80,3,3,5,1,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,148.582,180,1581492
48,2,1221,2,7,3,2,3,1,96,3,2,7,1,0,5486,24795,4,0,11,3,1,3,15,3,3,2,2,2,2,91.486,95,232916
26,1,575,1,1,2,1,1,0,71,1,1,2,4,0,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,80.364,45,226184
33,2,931,1,14,3,3,4,0,72,3,1,6,2,1,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,96.756,84,816536
57,2,334,1,24,2,1,3,1,83,4,3,0,4,0,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,114.439,121,556634
38,1,148,1,2,3,3,4,0,42,2,1,2,2,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,104.44,52,414640
42,2,1147,0,10,3,0,3,0,31,3,4,3,1,1,16799,16616,0,0,14,3,3,1,21,5,3,20,7,0,9,176.799,243,2100794
36,1,541,2,3,4,3,1,1,48,2,3,7,4,1,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,138.699,173,1358194
51,1,237,2,9,3,1,4,1,83,3,5,3,2,0,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,236.847,338,3019082
45,1,1249,1,7,3,1,1,1,97,3,3,2,1,0,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,167.21,252,2431260
40,2,1322,1,2,4,1,3,1,52,2,1,6,3,2,2809,2725,2,0,14,3,4,0,8,2,3,2,2,2,2,78.809,54,216854
43,2,1372,2,9,3,2,1,0,85,1,2,7,3,2,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,97.346,81,432076
35,2,1142,1,23,4,3,3,0,30,3,1,2,1,1,4014,16002,3,1,15,3,3,1,4,3,3,2,2,2,2,80.014,42,224084
26,2,583,1,4,2,1,3,1,53,3,1,6,4,2,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,116.875,84,817250
31,1,163,1,24,1,5,4,0,30,3,2,4,4,2,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,120.238,92,531428
37,2,161,1,10,3,1,3,0,42,4,3,5,4,1,13744,15471,1,1,25,4,1,1,16,2,3,16,11,6,8,171.744,188,1682464
34,2,507,2,15,2,3,3,0,66,3,2,7,1,2,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6,116.125,120,1036750
53,2,970,1,7,3,1,3,1,59,4,4,5,3,1,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,129.814,201,588884
40,2,611,2,7,4,3,2,1,88,3,5,3,2,2,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,192.833,268,2218998
47,1,1093,2,9,3,1,3,1,82,1,4,7,3,1,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,181.936,270,2377616
30,0,641,2,25,2,5,4,0,85,3,2,7,3,1,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,90.736,62,228416
31,2,154,2,7,4,1,2,1,41,2,1,8,3,1,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,93.329,94,713974
52,2,621,2,3,4,2,3,1,31,2,4,3,1,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,218.856,352,3501136
26,1,1479,1,1,3,1,3,0,84,3,2,4,2,0,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,124.397,88,638382
44,1,602,0,1,5,0,1,1,37,3,2,1,4,1,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,115.743,132,1034458
45,2,930,2,9,3,2,4,1,74,3,3,7,1,0,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,115.761,139,564566
20,2,1097,1,11,3,3,4,0,98,2,1,6,1,2,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,75.6,28,115600
28,2,440,1,21,3,3,3,1,42,3,1,6,4,1,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,87.713,60,516278
39,2,1498,2,21,4,1,1,1,44,2,2,7,4,1,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4,101.12,89,536720
37,2,671,1,19,3,1,3,1,85,3,2,4,3,1,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,97.768,87,434608
31,2,1112,2,5,4,1,1,0,67,3,2,7,4,1,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,115.476,120,1032856
34,2,121,1,2,4,3,3,0,86,2,1,6,1,2,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,92.381,68,626286
37,2,446,1,1,4,1,2,0,65,3,2,4,2,1,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,104.447,94,638682
28,2,640,1,1,3,5,4,1,84,3,1,6,1,2,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,81.08,50,312480
31,2,691,1,5,4,5,3,1,86,3,1,6,4,1,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,89.821,63,528926
50,2,1322,1,28,3,1,4,0,43,3,4,5,1,1,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,125.88,170,401280
43,1,807,1,17,3,5,3,1,38,2,1,6,3,1,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,75.437,43,114622
27,2,1420,2,2,1,2,3,1,85,3,1,8,1,0,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,85.041,55,418246
45,2,1268,2,4,2,1,3,0,30,3,2,7,1,0,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,100.006,92,530036
54,0,142,0,26,3,0,4,0,30,4,4,3,4,2,17328,13871,2,1,12,3,3,0,23,3,3,5,3,4,4,132.328,174,603968
35,2,1490,1,11,4,3,4,1,43,3,1,2,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,78.66,45,215960
30,2,231,2,8,2,4,3,1,62,3,3,7,3,0,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,121.264,130,843584
22,0,457,1,26,2,4,2,0,85,2,1,6,3,1,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,84.814,52,416884
55,2,189,0,26,4,0,3,1,71,4,5,3,2,1,19636,25811,4,1,18,3,1,1,35,0,3,10,9,1,4,159.636,255,1117816
54,2,431,1,7,4,3,4,0,68,3,2,6,4,1,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,107.854,117,741124
31,0,979,1,1,4,3,3,1,90,1,2,4,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,99.345,83,526070
20,2,500,2,2,3,3,3,0,49,2,1,8,3,2,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,78.044,36,212264
49,1,279,1,8,1,1,3,1,61,2,2,6,2,1,5130,24907,1,0,23,4,4,1,10,3,3,10,7,1,7,135.13,120,1030780
37,0,1063,1,25,5,3,2,0,72,3,2,6,3,1,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,123.449,150,1326694
25,2,977,1,2,1,4,4,1,57,3,1,2,3,0,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,79.977,51,223862
29,2,1370,1,3,1,3,2,1,87,3,1,2,1,2,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,104.723,100,1028338
28,2,1172,2,3,3,3,2,0,78,3,1,8,2,1,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,75.856,28,117136
41,2,465,1,14,3,1,1,1,56,3,1,6,3,0,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,99.451,104,914706
31,0,1188,2,20,2,2,4,0,45,3,2,7,3,1,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,113.932,112,941592
30,2,1358,2,16,1,1,4,1,96,3,2,7,3,1,5301,2939,8,0,15,3,3,2,4,2,2,2,1,2,2,91.301,62,231806
36,1,635,1,18,1,3,2,0,73,3,1,2,4,2,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,96.153,84,812918
54,2,685,1,3,3,1,4,1,85,3,4,5,4,1,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,147.779,238,1106674
38,2,130,2,2,2,2,4,1,32,3,3,7,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,100.351,95,144106
38,2,1261,1,2,4,1,4,1,88,3,2,4,3,1,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,89.553,87,139318
38,1,216,1,23,3,1,4,1,44,2,3,4,3,2,9526,8787,0,0,21,4,2,0,10,2,3,9,7,1,8,146.526,135,957156
28,2,1179,1,19,4,3,4,1,78,2,1,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,91.196,68,619176
34,2,216,2,1,4,2,2,1,75,4,2,7,4,0,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,134.725,163,1558350
36,0,845,2,1,5,3,4,0,45,3,2,7,4,2,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,89.653,66,139918
29,1,459,1,24,2,1,4,1,73,2,1,6,4,2,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,95.439,28,114634
54,1,928,1,20,4,1,4,0,31,3,2,6,3,2,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,96.869,120,429214
36,1,566,1,18,4,1,3,1,81,4,1,2,4,1,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,76.688,37,122128
36,2,1120,2,11,4,2,2,0,100,2,2,7,4,1,6652,14369,4,0,13,3,1,1,8,2,2,6,3,0,0,104.652,94,639912
32,0,1200,1,1,4,5,4,1,62,3,2,6,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,102.087,97,624522
60,2,1179,2,16,4,2,1,1,84,3,2,7,1,2,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,91.405,80,232430
33,2,867,1,8,4,1,4,1,90,4,1,6,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,103.143,112,1018858
38,1,1189,1,1,3,1,4,1,90,3,2,6,4,1,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,123.735,162,1328410
29,2,942,1,15,1,1,2,0,69,1,1,6,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,87.168,63,513008
53,2,238,2,1,1,3,4,0,34,3,2,7,1,2,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,150.381,164,1450286
55,2,147,1,20,2,5,2,1,37,3,2,2,4,1,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,115.415,126,1032490
50,2,1046,1,10,3,5,4,1,100,2,3,0,4,2,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,112.496,140,462976
35,2,1229,1,8,1,1,4,1,36,4,1,2,4,1,2269,4892,1,0,19,3,4,0,1,2,3,1,0,0,1,75.269,28,113614
46,2,1254,2,10,3,1,3,0,64,3,3,7,2,1,7314,14011,5,0,21,4,3,3,14,2,3,8,7,0,7,141.314,142,843884
23,2,1320,1,8,1,3,4,1,93,2,1,2,3,2,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,88.989,60,523934
54,2,1217,1,2,4,5,1,0,60,3,3,5,3,1,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3,115.549,128,481294
25,2,867,2,19,2,2,3,1,36,2,1,8,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,75.413,28,114478
28,2,1158,1,9,3,3,4,1,94,3,1,6,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,107.07,60,512420
56,2,1400,1,7,3,1,4,1,49,1,3,4,4,2,7260,21698,4,0,11,3,1,0,37,3,2,6,4,0,2,115.26,201,643560
44,2,1097,1,10,4,1,3,1,96,3,1,6,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,90.936,68,617616
45,1,1199,1,7,4,1,1,1,77,4,2,4,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,95.434,82,338604
38,0,152,2,10,3,5,3,0,85,3,2,7,4,2,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,100.666,83,533996
48,2,1108,1,15,4,4,3,0,65,3,1,6,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,96.367,90,814202
33,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,102.104,83,542624
40,1,580,2,5,4,1,4,1,48,2,3,7,1,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,174.475,210,1862850
38,2,1180,1,29,1,3,2,1,70,3,2,0,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,89.673,96,140038
41,2,930,2,3,3,1,3,1,57,2,2,7,2,0,8938,12227,2,0,11,3,3,1,14,5,3,5,4,0,4,103.938,107,553628
39,2,170,1,3,2,3,3,1,76,2,2,2,3,0,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,113.069,123,1018414
41,0,256,2,10,2,3,3,1,40,1,2,7,2,2,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9,143.151,192,1936906
33,0,722,2,17,3,1,4,1,38,3,4,3,3,2,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,147.444,160,1104664
24,1,1287,1,7,3,1,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,90.886,68,617316
38,2,168,1,1,3,1,3,0,81,3,3,4,3,2,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,100.861,95,147166
36,2,1278,0,8,3,1,1,1,77,2,1,1,1,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,107.342,63,514052
29,1,1413,2,1,1,3,2,0,42,3,3,7,4,1,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,130.918,148,1147508
33,2,461,1,13,1,1,2,0,53,3,1,6,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,82.452,50,320712
29,2,986,1,3,4,3,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,131.935,140,1071610
37,2,807,0,6,4,0,3,1,63,3,1,1,1,0,2073,23648,4,1,22,4,4,0,7,3,3,3,2,0,2,101.073,56,312438
38,2,343,1,15,2,1,3,1,92,2,3,5,4,0,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,134.51,151,1169060
45,0,1238,1,1,1,1,3,1,74,2,3,0,3,1,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,189.748,250,2364488
24,0,1092,1,9,3,1,3,1,60,2,1,2,2,0,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,75.694,28,116164
36,2,938,1,2,4,3,3,1,79,3,1,2,3,2,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,125.519,123,1115114
24,0,673,1,11,2,4,1,0,96,4,2,4,3,0,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3,96.011,75,424066
35,2,607,1,9,3,1,4,0,66,2,3,4,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,171.685,196,1764110
52,1,890,1,25,4,3,3,0,81,2,4,4,4,1,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,160.826,218,982956
54,2,376,1,19,4,3,4,0,95,3,2,4,1,0,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,100.485,92,532910
45,2,1339,1,7,3,1,2,1,59,3,3,6,1,0,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0,102.724,140,158344
39,2,1387,1,10,5,3,2,1,76,3,2,4,1,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,106.377,105,732262
45,2,561,2,2,3,4,4,1,61,3,2,7,2,1,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,108.805,107,828830
35,1,130,1,25,4,1,4,0,96,3,1,6,2,0,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,102.022,100,1012132
39,2,117,1,10,1,3,3,1,99,3,4,3,1,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,180.068,248,2202408
34,2,254,1,1,2,1,2,1,83,2,1,6,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,91.622,68,621732
45,0,1052,2,6,3,3,4,0,57,2,3,7,4,2,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,155.865,224,1953190
25,2,309,0,2,3,0,3,0,82,3,1,1,2,1,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,78.187,48,213122
37,0,728,1,1,4,3,1,0,80,3,3,5,4,0,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,118.603,130,581618
22,2,1294,1,8,1,3,3,0,79,3,1,2,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,75.398,28,114388
45,2,1015,1,5,5,3,3,0,50,1,2,2,1,2,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,115.769,120,1034614
42,1,288,1,2,3,1,4,1,40,3,3,0,4,1,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9,160.124,232,2060744
34,2,629,1,27,2,3,4,0,95,3,1,6,2,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,81.311,62,313866
34,2,167,1,8,5,1,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,85.121,61,30726
49,2,809,1,1,3,1,3,1,36,3,4,3,3,2,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,139.379,189,892274
36,2,1223,1,8,3,5,3,0,59,3,3,0,3,0,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8,151.096,196,1760576
29,2,665,1,15,3,1,3,1,60,3,1,6,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,90.34,68,614040
27,2,199,1,6,3,1,4,1,55,2,1,6,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,84.539,52,415234
36,1,1213,0,2,1,0,2,1,94,2,2,1,4,2,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,133.886,120,1023316
35,2,660,2,7,1,1,4,1,76,3,1,8,3,1,2404,16192,1,0,13,3,1,1,1,3,3,1,0,0,0,75.404,28,114424
43,1,313,1,21,3,3,4,1,61,3,1,2,4,1,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,101.258,59,313548
35,2,992,1,1,3,3,4,1,68,2,1,2,1,2,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,81.45,44,314700
53,1,124,2,2,3,2,3,0,38,2,3,7,2,1,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,142.525,225,1545150
31,2,525,2,6,4,3,1,1,66,4,2,7,4,0,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,126.46,114,732760
50,1,333,1,22,5,3,3,1,88,1,4,5,4,2,14411,24450,1,1,13,3,4,0,32,2,3,32,6,13,9,210.411,336,3286466
25,2,949,1,1,3,5,1,1,81,3,1,2,4,1,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,82.229,56,319374
39,2,613,1,6,1,3,4,1,42,2,3,0,1,1,9991,21457,4,0,15,3,1,1,9,5,3,7,7,1,7,120.991,122,759946
34,2,419,1,7,4,1,1,0,53,3,3,5,2,2,11994,21293,0,0,11,3,3,0,13,4,3,12,6,2,11,137.994,159,1271964
35,2,950,1,7,3,4,3,1,59,3,3,4,3,2,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,144.221,151,861326
20,2,805,1,3,3,1,1,1,87,2,1,2,3,2,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,79.033,36,218198
27,2,591,1,2,1,3,1,1,40,3,1,2,2,1,3468,16632,9,0,12,3,4,1,6,3,3,2,2,2,2,79.468,48,220808
27,2,1377,2,2,3,1,4,1,74,3,2,7,3,2,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,99.478,80,526868
52,2,1053,1,1,2,1,4,1,70,3,4,3,4,1,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,144.099,203,1002594
32,1,116,1,13,3,4,3,0,77,2,1,2,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,98.743,36,216458
50,2,1099,1,29,4,1,2,1,88,2,4,3,3,1,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,198.046,299,2802276
49,1,636,1,10,4,1,3,0,35,3,5,5,1,2,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,137.665,181,411990
32,2,374,1,25,4,1,1,1,87,3,1,2,4,2,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,95.795,28,116770
